@relation donem_ornek

@attribute DonemTipi {Gunluk,Aylik,Yillik}
@attribute Ay {Ocak,Subat,Mart,Nisan,Mayis,Haziran,Temmuz,Agustos,Eylul,Ekim,Kasim,Aralik}
@attribute Yas numeric
@attribute Class {A,B,C}

@data
Aylik,Haziran,51,C
Yillik,Ekim,20,C
Yillik,Ocak,63,C
Yillik,Agustos,31,C
Yillik,Aralik,34,C
Aylik,Aralik,40,B
Yillik,Aralik,24,C
Gunluk,Kasim,35,C
Yillik,Aralik,50,C
Aylik,Agustos,44,B
Gunluk,Kasim,28,A
Gunluk,Haziran,48,C
Yillik,Mayis,37,C
Aylik,Ocak,67,C
Yillik,Ocak,22,C
Yillik,Ocak,67,C
Gunluk,Mart,67,C
Yillik,Mart,56,C
Aylik,Nisan,62,C
Gunluk,Eylul,59,C
Gunluk,Temmuz,47,C
Aylik,Kasim,35,B
Gunluk,Ekim,40,C
Aylik,Agustos,44,B
Yillik,Mart,21,C
Yillik,Nisan,20,C
Aylik,Mart,53,C
Gunluk,Ekim,56,C
Gunluk,Ocak,25,A
Gunluk,Eylul,31,C
Yillik,Temmuz,32,C
Yillik,Eylul,66,C
Aylik,Subat,23,C
Gunluk,Nisan,28,A
Aylik,Ekim,22,C
Yillik,Nisan,48,C
Aylik,Temmuz,31,B
Yillik,Mayis,47,C
Gunluk,Aralik,59,C
Aylik,Mayis,36,B
Aylik,Mayis,33,B
Gunluk,Ocak,61,C
Gunluk,Mart,47,C
Aylik,Aralik,26,C
Aylik,Subat,46,B
Aylik,Haziran,57,C
Aylik,Temmuz,24,C
Gunluk,Agustos,64,C
Aylik,Kasim,48,B
Yillik,Agustos,40,C
Yillik,Aralik,35,C
Gunluk,Ocak,31,C
Aylik,Temmuz,40,B
Aylik,Ekim,61,C
Yillik,Aralik,53,C
Gunluk,Nisan,38,C
Aylik,Eylul,66,C
Gunluk,Temmuz,47,C
Aylik,Agustos,48,B
Yillik,Nisan,52,C
Gunluk,Mayis,44,C
Aylik,Aralik,66,C
Gunluk,Ekim,61,C
Yillik,Haziran,32,C
Gunluk,Ocak,57,C
Gunluk,Kasim,30,C
Yillik,Eylul,37,C
Gunluk,Agustos,19,A
Aylik,Kasim,26,C
Yillik,Ocak,22,C
Aylik,Agustos,45,B
Gunluk,Ocak,58,C
Aylik,Temmuz,21,C
Gunluk,Mayis,30,C
Gunluk,Ocak,45,C
Gunluk,Mayis,43,C
Aylik,Agustos,56,C
Yillik,Ekim,58,C
Aylik,Haziran,40,B
Gunluk,Mayis,37,C
Aylik,Agustos,31,B
Gunluk,Agustos,24,A
Gunluk,Ekim,43,C
Gunluk,Mart,46,C
Gunluk,Mayis,42,C
Yillik,Temmuz,59,C
Aylik,Eylul,63,C
Yillik,Eylul,27,C
Gunluk,Kasim,61,C
Yillik,Nisan,22,C
Gunluk,Subat,39,C
Gunluk,Temmuz,42,C
Gunluk,Mart,21,A
Aylik,Nisan,23,C
Gunluk,Temmuz,46,C
Gunluk,Haziran,67,C
Gunluk,Ekim,58,C
Aylik,Temmuz,27,C
Gunluk,Mart,54,C
Aylik,Kasim,26,C
Gunluk,Ekim,52,C
Gunluk,Haziran,33,C
Yillik,Nisan,65,C
Aylik,Ocak,54,C
Yillik,Agustos,19,C
Gunluk,Haziran,44,C
Gunluk,Mayis,62,C
Yillik,Agustos,24,C
Gunluk,Ocak,26,A
Gunluk,Ekim,35,C
Gunluk,Mart,63,C
Gunluk,Agustos,44,C
Gunluk,Subat,64,C
Yillik,Temmuz,63,C
Yillik,Agustos,31,C
Gunluk,Haziran,37,C
Yillik,Mayis,50,C
Gunluk,Ekim,29,A
Yillik,Nisan,49,C
Gunluk,Ekim,66,C
Yillik,Mayis,39,C
Aylik,Mart,53,C
Yillik,Temmuz,45,C
Yillik,Haziran,47,C
Gunluk,Haziran,39,C
Aylik,Subat,44,B
Aylik,Agustos,49,B
Yillik,Subat,48,C
Yillik,Mart,29,C
Yillik,Temmuz,47,C
Aylik,Nisan,35,B
Gunluk,Ocak,37,C
Gunluk,Kasim,41,C
Aylik,Kasim,22,C
Aylik,Mayis,42,B
Yillik,Temmuz,27,C
Yillik,Haziran,55,C
Gunluk,Ekim,18,A
Gunluk,Subat,29,A
Gunluk,Ekim,53,C
Yillik,Mayis,52,C
Aylik,Nisan,41,B
Aylik,Nisan,66,C
Aylik,Aralik,34,B
Gunluk,Ocak,40,C
Aylik,Nisan,54,C
Yillik,Mart,28,C
Gunluk,Kasim,25,A
Aylik,Aralik,50,C
Aylik,Agustos,45,B
Gunluk,Mayis,18,A
Aylik,Eylul,45,B
Gunluk,Temmuz,26,A
Aylik,Mart,20,C
Aylik,Aralik,53,C
Gunluk,Ocak,23,A
Yillik,Temmuz,39,C
Gunluk,Agustos,29,A
Yillik,Temmuz,27,C
Yillik,Ekim,21,C
Yillik,Kasim,41,C
Yillik,Ocak,29,C
Yillik,Agustos,19,C
Gunluk,Kasim,50,C
Aylik,Aralik,42,B
Yillik,Aralik,32,C
Aylik,Ekim,38,B
Yillik,Eylul,31,C
Gunluk,Kasim,31,C
Yillik,Ocak,51,C
Aylik,Subat,56,C
Gunluk,Subat,29,A
Yillik,Eylul,64,C
Aylik,Subat,30,B
Gunluk,Mart,63,C
Aylik,Mart,44,B
Gunluk,Ocak,54,C
Gunluk,Aralik,66,C
Aylik,Haziran,24,C
Aylik,Ocak,36,B
Gunluk,Subat,34,C
Aylik,Aralik,52,C
Gunluk,Eylul,59,C
Gunluk,Agustos,50,C
Gunluk,Ocak,51,C
Yillik,Mayis,62,C
Yillik,Mayis,64,C
Gunluk,Ocak,67,C
Gunluk,Eylul,22,A
Gunluk,Nisan,39,C
Yillik,Kasim,64,C
Gunluk,Ekim,29,A
Gunluk,Haziran,64,C
Yillik,Subat,33,C
Yillik,Mart,44,C
Gunluk,Nisan,36,C
Aylik,Mayis,26,C
Gunluk,Haziran,38,C
Gunluk,Mart,26,A
Aylik,Mayis,58,C
Gunluk,Subat,20,A
Yillik,Mayis,56,C
Gunluk,Kasim,33,C
Gunluk,Aralik,61,C
Gunluk,Agustos,65,C
Gunluk,Haziran,21,A
Aylik,Temmuz,47,B
Yillik,Kasim,44,C
Gunluk,Haziran,23,A
Yillik,Temmuz,28,C
Aylik,Temmuz,19,C
Gunluk,Agustos,50,C
Gunluk,Ekim,36,C
Aylik,Haziran,35,B
Yillik,Temmuz,51,C
Gunluk,Agustos,21,A
Yillik,Temmuz,49,C
Aylik,Eylul,31,B
Gunluk,Ocak,27,A
Gunluk,Ocak,40,C
Gunluk,Eylul,47,C
Yillik,Eylul,40,C
Yillik,Aralik,51,C
Gunluk,Subat,64,C
Aylik,Nisan,25,C
Aylik,Eylul,40,B
Yillik,Agustos,58,C
Yillik,Ocak,46,C
Aylik,Kasim,48,B
Yillik,Temmuz,24,C
Gunluk,Mayis,63,C
Gunluk,Agustos,30,C
Gunluk,Subat,46,C
Gunluk,Nisan,46,C
Aylik,Ekim,58,C
Yillik,Ocak,29,C
Yillik,Temmuz,26,C
Gunluk,Haziran,48,C
Gunluk,Ocak,41,C
Aylik,Haziran,30,B
Gunluk,Nisan,44,C
Yillik,Nisan,57,C
Gunluk,Aralik,63,C
Aylik,Ocak,25,C
Yillik,Mayis,46,C
Yillik,Ekim,32,C
Gunluk,Kasim,44,C
Aylik,Ocak,58,C
Yillik,Eylul,18,C
Yillik,Haziran,19,C
Gunluk,Subat,66,C
Gunluk,Mayis,46,C
Gunluk,Haziran,52,C
Yillik,Kasim,21,C
Aylik,Kasim,55,C
Yillik,Ekim,64,C
Aylik,Ocak,57,C
Gunluk,Aralik,57,C
Gunluk,Nisan,51,C
Gunluk,Mayis,62,C
Gunluk,Ekim,57,C
Gunluk,Mayis,49,C
Yillik,Temmuz,53,C
Gunluk,Haziran,40,C
Aylik,Mayis,40,B
Yillik,Ekim,29,C
Aylik,Temmuz,46,B
Yillik,Agustos,53,C
Aylik,Haziran,39,B
Aylik,Eylul,67,C
Gunluk,Mart,41,C
Yillik,Subat,39,C
Gunluk,Mart,20,A
Gunluk,Aralik,50,C
Aylik,Haziran,20,C
Yillik,Mart,26,C
Yillik,Subat,36,C
Aylik,Aralik,18,C
Yillik,Ekim,54,C
Gunluk,Kasim,63,C
Aylik,Mart,61,C
Aylik,Ocak,41,B
Aylik,Subat,47,B
Aylik,Subat,66,C
Yillik,Mayis,40,C
Aylik,Subat,55,C
Aylik,Kasim,66,C
Aylik,Mayis,58,C
Gunluk,Mayis,39,C
Gunluk,Aralik,43,C
Gunluk,Temmuz,44,C
Gunluk,Aralik,32,C
Aylik,Ocak,25,C
Gunluk,Haziran,34,C
Gunluk,Mayis,33,C
Gunluk,Agustos,22,A
Gunluk,Haziran,23,A
Yillik,Eylul,56,C
Yillik,Eylul,39,C
Gunluk,Subat,46,C
Yillik,Agustos,23,C
Gunluk,Kasim,23,A
Gunluk,Aralik,42,C
Gunluk,Nisan,45,C
Gunluk,Temmuz,55,C
Aylik,Haziran,65,C
Yillik,Eylul,49,C
Gunluk,Kasim,32,C
Aylik,Ekim,19,C
Gunluk,Nisan,60,C
Aylik,Subat,28,C
Yillik,Ekim,43,C
Gunluk,Subat,29,A
Aylik,Mayis,18,C
Gunluk,Haziran,20,A
Gunluk,Kasim,36,C
Yillik,Eylul,37,C
Gunluk,Haziran,60,C
Aylik,Aralik,22,C
Gunluk,Mayis,39,C
Yillik,Mayis,66,C
Aylik,Nisan,33,B
Gunluk,Ocak,67,C
Aylik,Temmuz,44,B
Yillik,Aralik,43,C
Gunluk,Aralik,23,A
Yillik,Mart,34,C
Gunluk,Kasim,56,C
Aylik,Agustos,38,B
Gunluk,Ekim,35,C
Yillik,Ocak,39,C
Aylik,Haziran,27,C
Aylik,Subat,34,B
Gunluk,Mayis,50,C
Yillik,Aralik,29,C
Yillik,Aralik,26,C
Gunluk,Aralik,50,C
Yillik,Agustos,61,C
Yillik,Nisan,67,C
Yillik,Agustos,36,C
Gunluk,Eylul,27,A
Gunluk,Kasim,60,C
Aylik,Eylul,61,C
Yillik,Haziran,54,C
Yillik,Agustos,53,C
Gunluk,Aralik,43,C
Aylik,Ocak,61,C
Gunluk,Eylul,67,C
Gunluk,Kasim,61,C
Gunluk,Mart,40,C
Yillik,Kasim,39,C
Aylik,Agustos,49,B
Gunluk,Kasim,21,A
Gunluk,Ocak,52,C
Aylik,Ocak,62,C
Yillik,Mayis,52,C
Yillik,Ocak,63,C
Aylik,Haziran,59,C
Aylik,Ekim,28,C
Aylik,Subat,48,B
Gunluk,Ocak,52,C
Yillik,Aralik,49,C
Aylik,Kasim,45,B
Aylik,Agustos,54,C
Gunluk,Temmuz,23,A
Yillik,Mayis,35,C
Aylik,Aralik,56,C
Aylik,Ekim,28,C
Gunluk,Ekim,46,C
Aylik,Temmuz,44,B
Aylik,Eylul,42,B
Aylik,Ekim,20,C
Gunluk,Ekim,60,C
Yillik,Mart,31,C
Aylik,Mart,38,B
Aylik,Kasim,46,B
Yillik,Ekim,28,C
Yillik,Mart,61,C
Gunluk,Eylul,39,C
Yillik,Kasim,18,C
Gunluk,Haziran,55,C
Yillik,Haziran,37,C
Yillik,Ekim,39,C
Aylik,Aralik,18,C
Aylik,Agustos,24,C
Yillik,Kasim,67,C
Gunluk,Ocak,32,C
Yillik,Kasim,44,C
Yillik,Eylul,59,C
Aylik,Mayis,50,C
Yillik,Mayis,44,C
Gunluk,Nisan,30,C
Gunluk,Agustos,41,C
Gunluk,Ocak,30,C
Aylik,Mart,41,B
Gunluk,Eylul,25,A
Aylik,Temmuz,60,C
Gunluk,Eylul,30,C
Aylik,Mart,64,C
Gunluk,Subat,23,A
Aylik,Ocak,61,C
Yillik,Ekim,55,C
Aylik,Ekim,66,C
Aylik,Haziran,42,B
Gunluk,Ocak,64,C
Yillik,Haziran,67,C
Gunluk,Haziran,44,C
Aylik,Eylul,36,B
Gunluk,Nisan,39,C
Aylik,Eylul,19,C
Gunluk,Agustos,30,C
Yillik,Subat,33,C
Gunluk,Mart,49,C
Yillik,Ekim,44,C
Yillik,Mart,55,C
Aylik,Mart,41,B
Yillik,Agustos,26,C
Yillik,Mayis,21,C
Gunluk,Temmuz,37,C
Aylik,Agustos,31,B
Yillik,Subat,45,C
Aylik,Kasim,42,B
Yillik,Nisan,63,C
Yillik,Mayis,38,C
Gunluk,Mayis,62,C
Gunluk,Haziran,41,C
Yillik,Mayis,44,C
Gunluk,Nisan,57,C
Yillik,Agustos,52,C
Aylik,Agustos,67,C
Aylik,Eylul,66,C
Gunluk,Kasim,41,C
Yillik,Ekim,47,C
Aylik,Temmuz,18,C
Yillik,Agustos,21,C
Yillik,Kasim,32,C
Gunluk,Temmuz,23,A
Gunluk,Mart,40,C
Aylik,Aralik,29,C
Aylik,Kasim,20,C
Aylik,Temmuz,23,C
Aylik,Nisan,36,B
Yillik,Mart,62,C
Aylik,Eylul,34,B
Gunluk,Haziran,22,A
Yillik,Temmuz,18,C
Gunluk,Subat,28,A
Yillik,Ekim,56,C
Gunluk,Temmuz,36,C
Yillik,Aralik,25,C
Gunluk,Mart,22,A
Gunluk,Nisan,59,C
Yillik,Aralik,60,C
Yillik,Subat,27,C
Yillik,Aralik,47,C
Aylik,Agustos,27,C
Gunluk,Nisan,48,C
Yillik,Temmuz,27,C
Yillik,Agustos,18,C
Gunluk,Subat,63,C
Aylik,Temmuz,64,C
Gunluk,Haziran,52,C
Aylik,Kasim,50,C
Yillik,Kasim,32,C
Aylik,Kasim,67,C
Yillik,Kasim,36,C
Yillik,Temmuz,43,C
Aylik,Haziran,50,C
Aylik,Kasim,28,C
Yillik,Subat,46,C
Aylik,Nisan,45,B
Gunluk,Mart,28,A
Aylik,Ocak,46,B
Aylik,Eylul,58,C
Aylik,Ekim,52,C
Aylik,Aralik,64,C
Aylik,Ekim,41,B
Gunluk,Mayis,36,C
Yillik,Ocak,23,C
Yillik,Eylul,30,C
Yillik,Ekim,41,C
Aylik,Agustos,59,C
Gunluk,Temmuz,65,C
Yillik,Nisan,45,C
Gunluk,Haziran,54,C
Gunluk,Nisan,19,A
Aylik,Agustos,39,B
Yillik,Kasim,43,C
Gunluk,Ocak,55,C
Aylik,Kasim,47,B
Yillik,Eylul,39,C
Aylik,Ekim,30,B
Aylik,Mart,62,C
Yillik,Mart,61,C
Gunluk,Kasim,51,C
Yillik,Eylul,50,C
Aylik,Ocak,23,C
Gunluk,Ocak,34,C
Yillik,Ekim,27,C
Yillik,Haziran,66,C
Aylik,Haziran,29,C
Gunluk,Nisan,65,C
Aylik,Temmuz,41,B
Yillik,Mart,26,C
Yillik,Aralik,45,C
Yillik,Aralik,52,C
Yillik,Nisan,18,C
Aylik,Aralik,42,B
Aylik,Temmuz,26,C
Gunluk,Agustos,39,C
Aylik,Ekim,51,C
Yillik,Aralik,43,C
Aylik,Mart,62,C
Aylik,Agustos,54,C
Aylik,Mayis,18,C
Yillik,Temmuz,46,C
Yillik,Mayis,41,C
Yillik,Mart,58,C
Yillik,Aralik,40,C
Aylik,Agustos,30,B
Aylik,Aralik,58,C
Aylik,Temmuz,59,C
Aylik,Nisan,55,C
Yillik,Ocak,28,C
Yillik,Eylul,30,C
Gunluk,Temmuz,22,A
Gunluk,Mart,64,C
Gunluk,Agustos,29,A
Aylik,Aralik,18,C
Yillik,Kasim,63,C
Yillik,Ekim,59,C
Gunluk,Mart,35,C
Yillik,Aralik,36,C
Yillik,Mart,39,C
Gunluk,Temmuz,38,C
Gunluk,Ocak,26,A
Gunluk,Subat,53,C
Yillik,Agustos,60,C
Gunluk,Temmuz,49,C
Yillik,Nisan,20,C
Aylik,Haziran,47,B
Yillik,Agustos,39,C
Gunluk,Aralik,52,C
Aylik,Temmuz,43,B
Aylik,Mart,57,C
Aylik,Eylul,62,C
Yillik,Mart,21,C
Aylik,Subat,42,B
Yillik,Aralik,55,C
Aylik,Haziran,30,B
Aylik,Nisan,19,C
Aylik,Agustos,36,B
Aylik,Mayis,25,C
Aylik,Subat,55,C
Yillik,Mayis,46,C
Yillik,Eylul,25,C
Gunluk,Agustos,21,A
Gunluk,Mart,42,C
Yillik,Temmuz,47,C
Aylik,Haziran,23,C
Gunluk,Mayis,35,C
Aylik,Ekim,54,C
Yillik,Mart,41,C
Aylik,Subat,53,C
Yillik,Nisan,19,C
Gunluk,Ocak,48,C
Yillik,Subat,47,C
Yillik,Mart,26,C
Aylik,Ocak,29,C
Gunluk,Subat,35,C
Yillik,Mayis,29,C
Gunluk,Mayis,61,C
Yillik,Kasim,35,C
Aylik,Subat,66,C
Gunluk,Agustos,28,A
Yillik,Ekim,59,C
Yillik,Kasim,41,C
Yillik,Mart,20,C
Gunluk,Mart,46,C
Aylik,Agustos,56,C
Aylik,Aralik,32,B
Yillik,Haziran,21,C
Yillik,Ocak,50,C
Gunluk,Agustos,40,C
Yillik,Agustos,64,C
Aylik,Haziran,62,C
Yillik,Aralik,29,C
Aylik,Mayis,40,B
Aylik,Ekim,44,B
Aylik,Ocak,27,C
Aylik,Ocak,67,C
Gunluk,Ocak,32,C
Aylik,Haziran,18,C
Yillik,Mayis,66,C
Yillik,Mayis,34,C
Gunluk,Subat,19,A
Yillik,Mart,60,C
Aylik,Nisan,62,C
Yillik,Nisan,31,C
Yillik,Subat,63,C
Yillik,Mart,58,C
Gunluk,Ocak,33,C
Aylik,Mart,48,B
Gunluk,Ekim,40,C
Yillik,Ocak,66,C
Aylik,Nisan,42,B
Yillik,Aralik,45,C
Aylik,Mayis,49,B
Gunluk,Mayis,21,A
Aylik,Eylul,56,C
Gunluk,Mayis,32,C
Aylik,Mayis,36,B
Yillik,Mayis,27,C
Gunluk,Mayis,35,C
Aylik,Subat,63,C
Aylik,Subat,19,C
Aylik,Mayis,24,C
Aylik,Nisan,55,C
Aylik,Agustos,24,C
Aylik,Haziran,36,B
Yillik,Kasim,57,C
Aylik,Temmuz,46,B
Yillik,Temmuz,19,C
Aylik,Ekim,49,B
Yillik,Ocak,36,C
Aylik,Subat,48,B
Aylik,Nisan,64,C
Aylik,Aralik,52,C
Gunluk,Nisan,46,C
Yillik,Ekim,41,C
Yillik,Kasim,42,C
Yillik,Subat,49,C
Gunluk,Subat,44,C
Aylik,Ekim,43,B
Aylik,Aralik,41,B
Yillik,Kasim,49,C
Aylik,Ocak,50,C
Aylik,Agustos,42,B
Yillik,Subat,41,C
Yillik,Agustos,34,C
Aylik,Subat,52,C
Gunluk,Nisan,67,C
Yillik,Kasim,27,C
Yillik,Ekim,28,C
Gunluk,Eylul,24,A
Gunluk,Agustos,44,C
Yillik,Kasim,48,C
Gunluk,Kasim,55,C
Gunluk,Aralik,54,C
Aylik,Mart,60,C
Yillik,Ekim,62,C
Aylik,Ekim,22,C
Yillik,Aralik,23,C
Yillik,Aralik,31,C
Aylik,Agustos,53,C
Aylik,Mayis,52,C
Aylik,Nisan,25,C
Aylik,Ekim,31,B
Aylik,Temmuz,29,C
Aylik,Temmuz,30,B
Aylik,Kasim,19,C
Gunluk,Haziran,59,C
Yillik,Ocak,19,C
Yillik,Kasim,20,C
Yillik,Nisan,38,C
Yillik,Mayis,67,C
Gunluk,Subat,60,C
Aylik,Eylul,58,C
Aylik,Haziran,47,B
Aylik,Ocak,20,C
Gunluk,Haziran,42,C
Gunluk,Haziran,33,C
Gunluk,Kasim,31,C
Yillik,Kasim,61,C
Aylik,Kasim,46,B
Gunluk,Ekim,58,C
Yillik,Mart,22,C
Yillik,Aralik,50,C
Aylik,Agustos,60,C
Gunluk,Temmuz,53,C
Yillik,Ocak,58,C
Aylik,Mayis,39,B
Aylik,Haziran,29,C
Yillik,Ocak,28,C
Aylik,Agustos,62,C
Gunluk,Agustos,24,A
Gunluk,Mayis,22,A
Gunluk,Ekim,49,C
Gunluk,Agustos,45,C
Gunluk,Nisan,62,C
Gunluk,Kasim,66,C
Yillik,Nisan,49,C
Yillik,Subat,56,C
Gunluk,Mayis,24,A
Aylik,Eylul,63,C
Gunluk,Mayis,64,C
Yillik,Mart,61,C
Aylik,Haziran,38,B
Aylik,Kasim,59,C
Gunluk,Mart,28,A
Gunluk,Eylul,37,C
Aylik,Mart,25,C
Gunluk,Haziran,26,A
Gunluk,Eylul,26,A
Gunluk,Subat,48,C
Yillik,Aralik,67,C
Gunluk,Subat,23,A
Yillik,Subat,50,C
Gunluk,Ocak,54,C
Aylik,Nisan,41,B
Yillik,Subat,27,C
Gunluk,Eylul,35,C
Gunluk,Nisan,32,C
Gunluk,Kasim,63,C
Gunluk,Mart,51,C
Gunluk,Subat,40,C
Aylik,Agustos,57,C
Gunluk,Kasim,22,A
Aylik,Agustos,21,C
Aylik,Mayis,33,B
Yillik,Haziran,34,C
Gunluk,Ocak,34,C
Gunluk,Nisan,53,C
Aylik,Ocak,64,C
Aylik,Haziran,22,C
Aylik,Mayis,24,C
Aylik,Aralik,50,C
Aylik,Agustos,64,C
Gunluk,Eylul,36,C
Aylik,Aralik,56,C
Yillik,Agustos,32,C
Yillik,Eylul,48,C
Aylik,Ocak,30,B
Yillik,Mart,55,C
Yillik,Agustos,28,C
Yillik,Temmuz,23,C
Aylik,Mayis,52,C
Yillik,Eylul,51,C
Aylik,Nisan,28,C
Aylik,Ocak,18,C
Aylik,Temmuz,65,C
Aylik,Agustos,43,B
Yillik,Agustos,53,C
Yillik,Temmuz,27,C
Gunluk,Eylul,24,A
Aylik,Aralik,59,C
Yillik,Kasim,21,C
Yillik,Mayis,26,C
Gunluk,Nisan,20,A
Gunluk,Subat,47,C
Gunluk,Kasim,26,A
Gunluk,Subat,24,A
Aylik,Ocak,20,C
Aylik,Mayis,26,C
Aylik,Ekim,22,C
Gunluk,Ocak,36,C
Gunluk,Haziran,48,C
Gunluk,Aralik,23,A
Aylik,Nisan,47,B
Aylik,Kasim,19,C
Yillik,Aralik,48,C
Gunluk,Nisan,28,A
Gunluk,Mayis,61,C
Gunluk,Nisan,40,C
Yillik,Temmuz,56,C
Aylik,Temmuz,67,C
Yillik,Kasim,60,C
Gunluk,Mayis,58,C
Gunluk,Haziran,64,C
Aylik,Haziran,54,C
Gunluk,Ocak,26,A
Gunluk,Aralik,30,C
Yillik,Subat,40,C
Yillik,Nisan,18,C
Gunluk,Haziran,37,C
Aylik,Aralik,56,C
Gunluk,Aralik,47,C
Gunluk,Ocak,44,C
Yillik,Aralik,25,C
Aylik,Temmuz,49,B
Yillik,Kasim,58,C
Aylik,Kasim,34,B
Yillik,Haziran,64,C
Yillik,Mayis,40,C
Gunluk,Agustos,58,C
Aylik,Temmuz,48,B
Gunluk,Eylul,30,C
Gunluk,Ocak,52,C
Gunluk,Temmuz,24,A
Aylik,Nisan,26,C
Yillik,Kasim,53,C
Gunluk,Nisan,37,C
Yillik,Temmuz,57,C
Aylik,Mayis,51,C
Gunluk,Haziran,43,C
Aylik,Aralik,24,C
Gunluk,Haziran,18,A
Gunluk,Eylul,43,C
Gunluk,Aralik,22,A
Gunluk,Mart,40,C
Aylik,Kasim,45,B
Aylik,Agustos,43,B
Yillik,Aralik,61,C
Yillik,Ocak,40,C
Gunluk,Ekim,47,C
Yillik,Nisan,31,C
Aylik,Ocak,40,B
Gunluk,Mart,19,A
Aylik,Mayis,32,B
Aylik,Haziran,48,B
Yillik,Kasim,37,C
Aylik,Mart,29,C
Aylik,Ocak,36,B
Gunluk,Aralik,30,C
Gunluk,Mart,54,C
Yillik,Eylul,45,C
Aylik,Mayis,62,C
Gunluk,Mayis,63,C
Aylik,Nisan,67,C
Yillik,Mart,34,C
Gunluk,Agustos,31,C
Gunluk,Temmuz,47,C
Yillik,Ocak,40,C
Aylik,Ocak,41,B
Gunluk,Haziran,58,C
Aylik,Agustos,54,C
Aylik,Subat,51,C
Aylik,Nisan,39,B
Gunluk,Kasim,66,C
Yillik,Agustos,19,C
Yillik,Mayis,65,C
Yillik,Subat,26,C
Gunluk,Kasim,66,C
Gunluk,Kasim,63,C
Gunluk,Haziran,29,A
Yillik,Mart,24,C
Yillik,Ekim,45,C
Yillik,Eylul,32,C
Gunluk,Agustos,41,C
Yillik,Ekim,52,C
Yillik,Eylul,29,C
Yillik,Temmuz,56,C
Aylik,Nisan,31,B
Yillik,Subat,52,C
Gunluk,Temmuz,22,A
Yillik,Nisan,67,C
Gunluk,Agustos,65,C
Yillik,Agustos,19,C
Gunluk,Subat,37,C
Yillik,Aralik,55,C
Gunluk,Nisan,63,C
Yillik,Temmuz,50,C
Aylik,Kasim,63,C
Yillik,Agustos,49,C
Yillik,Agustos,29,C
Aylik,Nisan,65,C
Yillik,Agustos,26,C
Aylik,Eylul,56,C
Gunluk,Ekim,40,C
Gunluk,Nisan,56,C
Aylik,Eylul,66,C
Yillik,Aralik,45,C
Aylik,Agustos,50,C
Yillik,Aralik,56,C
Aylik,Mayis,59,C
Aylik,Temmuz,33,B
Gunluk,Temmuz,64,C
Aylik,Mart,45,B
Gunluk,Mart,48,C
Yillik,Mayis,66,C
Gunluk,Temmuz,21,A
Aylik,Temmuz,51,C
Aylik,Haziran,18,C
Aylik,Temmuz,48,B
Gunluk,Ekim,32,C
Gunluk,Subat,64,C
Gunluk,Eylul,36,C
Gunluk,Mart,59,C
Gunluk,Nisan,48,C
Aylik,Nisan,20,C
Aylik,Ocak,64,C
Yillik,Mart,53,C
Yillik,Ocak,35,C
Aylik,Agustos,37,B
Aylik,Agustos,19,C
Gunluk,Temmuz,33,C
Gunluk,Ekim,63,C
Yillik,Temmuz,49,C
Yillik,Temmuz,18,C
Gunluk,Kasim,62,C
Gunluk,Subat,38,C
Yillik,Ocak,24,C
Aylik,Mayis,29,C
Gunluk,Ocak,37,C
Gunluk,Ocak,34,C
Yillik,Eylul,56,C
Gunluk,Mart,21,A
Yillik,Temmuz,22,C
Gunluk,Kasim,33,C
Aylik,Agustos,41,B
Gunluk,Nisan,46,C
Yillik,Ekim,18,C
Aylik,Haziran,26,C
Gunluk,Mart,31,C
Gunluk,Eylul,60,C
Aylik,Subat,67,C
Gunluk,Temmuz,18,A
Aylik,Subat,22,C
Yillik,Subat,63,C
Gunluk,Mayis,38,C
Gunluk,Nisan,47,C
Aylik,Mart,59,C
Yillik,Eylul,34,C
Yillik,Agustos,37,C
Yillik,Mart,27,C
Gunluk,Haziran,42,C
Aylik,Nisan,24,C
Aylik,Eylul,51,C
Yillik,Ekim,60,C
Gunluk,Mart,30,C
Aylik,Ekim,59,C
Gunluk,Temmuz,53,C
Aylik,Subat,59,C
Gunluk,Subat,41,C
Yillik,Haziran,59,C
Aylik,Mart,49,B
Yillik,Haziran,51,C
Aylik,Kasim,60,C
Yillik,Nisan,33,C
Gunluk,Nisan,65,C
Aylik,Subat,22,C
Yillik,Kasim,55,C
Yillik,Ocak,46,C
Gunluk,Mart,56,C
Aylik,Subat,42,B
Gunluk,Haziran,58,C
Yillik,Mart,37,C
Yillik,Subat,65,C
Yillik,Eylul,27,C
Aylik,Aralik,20,C
Aylik,Temmuz,67,C
Gunluk,Subat,50,C
Aylik,Subat,64,C
Yillik,Kasim,64,C
Aylik,Mayis,34,B
Yillik,Kasim,28,C
Aylik,Eylul,43,B
Yillik,Subat,21,C
Aylik,Ekim,54,C
Gunluk,Aralik,64,C
Gunluk,Nisan,61,C
Yillik,Agustos,30,C
Aylik,Eylul,25,C
Yillik,Ocak,24,C
Yillik,Ocak,29,C
Gunluk,Temmuz,63,C
Gunluk,Eylul,49,C
Gunluk,Ekim,67,C
Gunluk,Ocak,56,C
Aylik,Eylul,35,B
Gunluk,Mart,44,C
Yillik,Ocak,27,C
Aylik,Kasim,51,C
Aylik,Subat,54,C
Gunluk,Nisan,63,C
Aylik,Agustos,29,C
Aylik,Ekim,26,C
Yillik,Eylul,66,C
Yillik,Ekim,67,C
Yillik,Eylul,31,C
Gunluk,Mayis,58,C
